review_id,product,review,sentiment,sentiment_label,rating
476,Laptop,Neither impressed nor disappointed.,neutral,0,3
477,Tablet,"Fantastic product, delivery was fast too.",positive,1,5
478,Phone,"Okay for the price, not bad.",neutral,0,2
479,Tablet,"Terrible product, broke after one week.",negative,-1,1
480,Earbuds,"Best purchase I made this year, very satisfied.",positive,1,5
481,Tablet,Superb quality and great customer service.,positive,1,5
482,Phone,"Product is okay, nothing special.",neutral,0,4
483,Laptop,Superb quality and great customer service.,positive,1,5
484,Watch,"Terrible product, broke after one week.",negative,-1,2
485,Tablet,"Very disappointed, does not work as advertised.",negative,-1,1
486,Phone,"Terrible product, broke after one week.",negative,-1,2
487,Watch,"Fantastic product, delivery was fast too.",positive,1,4
488,Watch,"Horrible experience, never buying again.",negative,-1,1
489,Earbuds,"Best purchase I made this year, very satisfied.",positive,1,5
490,Watch,"Product is acceptable, works as expected.",neutral,0,2
491,Phone,"Excellent quality, very happy with my purchase.",positive,1,5
492,Phone,"Best purchase I made this year, very satisfied.",positive,1,4
493,Tablet,"Average quality, does the job.",neutral,0,3
494,Tablet,"Okay for the price, not bad.",neutral,0,3
495,Tablet,"Best purchase I made this year, very satisfied.",positive,1,4
496,Watch,"Best purchase I made this year, very satisfied.",positive,1,5
497,Watch,"Worst purchase ever, avoid this product.",negative,-1,2
498,Earbuds,"Outstanding performance, will buy again.",positive,1,4
499,Tablet,"This product is absolutely amazing, love it!",positive,1,4
500,Laptop,"Worst purchase ever, avoid this product.",negative,-1,2
501,Earbuds,Superb quality and great customer service.,positive,1,5
502,Laptop,"Worst purchase ever, avoid this product.",negative,-1,1
503,Watch,"It is alright, neither good nor bad.",neutral,0,4
504,Earbuds,"Satisfactory product, as described.",neutral,0,4
505,Earbuds,"Best purchase I made this year, very satisfied.",positive,1,5
506,Phone,"Normal product, average performance.",neutral,0,3
507,Watch,"Terrible product, broke after one week.",negative,-1,1
508,Watch,"Works perfectly, exceeded my expectations.",positive,1,5
509,Earbuds,"Works perfectly, exceeded my expectations.",positive,1,5
510,Watch,"Very disappointed, does not work as advertised.",negative,-1,1
511,Earbuds,"Works fine, but nothing extraordinary.",neutral,0,4
512,Phone,"Wonderful experience, product is top notch.",positive,1,4
513,Earbuds,"Decent product, meets basic expectations.",neutral,0,2
514,Watch,"Horrible experience, never buying again.",negative,-1,1
515,Watch,"Very bad quality, not worth the price.",negative,-1,1
516,Earbuds,"Not satisfied at all, very poor performance.",negative,-1,1
517,Earbuds,"Works perfectly, exceeded my expectations.",positive,1,5
518,Earbuds,"Satisfactory product, as described.",neutral,0,3
519,Tablet,"Terrible product, broke after one week.",negative,-1,2
520,Watch,"Okay for the price, not bad.",neutral,0,2
521,Watch,"Normal product, average performance.",neutral,0,4
522,Tablet,"Terrible product, broke after one week.",negative,-1,1
523,Earbuds,"This product is absolutely amazing, love it!",positive,1,5
524,Phone,Superb quality and great customer service.,positive,1,5
525,Earbuds,"Not satisfied at all, very poor performance.",negative,-1,1
526,Earbuds,"Fantastic product, delivery was fast too.",positive,1,4
527,Tablet,"Horrible experience, never buying again.",negative,-1,1
528,Watch,"Excellent quality, very happy with my purchase.",positive,1,5
529,Earbuds,"Fantastic product, delivery was fast too.",positive,1,5
530,Watch,"Works fine, but nothing extraordinary.",neutral,0,3
531,Laptop,Neither impressed nor disappointed.,neutral,0,4
532,Watch,"This product is absolutely amazing, love it!",positive,1,5
533,Phone,"Fantastic product, delivery was fast too.",positive,1,5
534,Phone,"Normal product, average performance.",neutral,0,3
535,Earbuds,"Fantastic product, delivery was fast too.",positive,1,5
536,Watch,Really impressed with the build quality.,positive,1,4
537,Earbuds,Superb quality and great customer service.,positive,1,5
538,Tablet,Really impressed with the build quality.,positive,1,5
539,Phone,"Wonderful experience, product is top notch.",positive,1,5
540,Earbuds,"Product is acceptable, works as expected.",neutral,0,3
541,Tablet,"Wonderful experience, product is top notch.",positive,1,5
542,Earbuds,"Excellent quality, very happy with my purchase.",positive,1,5
543,Watch,"This product is absolutely amazing, love it!",positive,1,4
544,Watch,"Great value for money, highly recommend.",positive,1,4
545,Watch,Product stopped working after a few days.,negative,-1,2
546,Watch,"It is alright, neither good nor bad.",neutral,0,2
547,Laptop,"Completely useless, returned immediately.",negative,-1,2
548,Tablet,"Very bad quality, not worth the price.",negative,-1,1
549,Tablet,Superb quality and great customer service.,positive,1,5
550,Watch,"Works fine, but nothing extraordinary.",neutral,0,2
551,Laptop,"Wonderful experience, product is top notch.",positive,1,4
552,Watch,"Great value for money, highly recommend.",positive,1,5
553,Laptop,"Great value for money, highly recommend.",positive,1,5
554,Watch,"Excellent quality, very happy with my purchase.",positive,1,5
555,Phone,"Very disappointed, does not work as advertised.",negative,-1,1
556,Phone,Really impressed with the build quality.,positive,1,5
557,Earbuds,"This product is absolutely amazing, love it!",positive,1,5
558,Watch,Superb quality and great customer service.,positive,1,5
559,Tablet,"Best purchase I made this year, very satisfied.",positive,1,5
560,Earbuds,"Excellent quality, very happy with my purchase.",positive,1,5
561,Phone,"Waste of money, poor quality.",negative,-1,1
562,Watch,"Excellent quality, very happy with my purchase.",positive,1,5
563,Earbuds,"Outstanding performance, will buy again.",positive,1,5
564,Watch,"This product is absolutely amazing, love it!",positive,1,4
565,Phone,"Wonderful experience, product is top notch.",positive,1,5
566,Earbuds,"Terrible product, broke after one week.",negative,-1,1
567,Phone,Superb quality and great customer service.,positive,1,4
568,Laptop,Product stopped working after a few days.,negative,-1,2
569,Phone,Product stopped working after a few days.,negative,-1,1
570,Watch,"Very bad quality, not worth the price.",negative,-1,2
571,Tablet,"Average quality, does the job.",neutral,0,4
572,Phone,"Wonderful experience, product is top notch.",positive,1,4
573,Tablet,"Wonderful experience, product is top notch.",positive,1,4
574,Laptop,"Wonderful experience, product is top notch.",positive,1,5
575,Earbuds,"Terrible product, broke after one week.",negative,-1,1
576,Earbuds,"Outstanding performance, will buy again.",positive,1,5
577,Tablet,"Best purchase I made this year, very satisfied.",positive,1,5
578,Earbuds,"Outstanding performance, will buy again.",positive,1,5
579,Phone,"Waste of money, poor quality.",negative,-1,1
580,Tablet,"Average quality, does the job.",neutral,0,4
581,Watch,"Excellent quality, very happy with my purchase.",positive,1,4
582,Phone,"Horrible experience, never buying again.",negative,-1,2
583,Phone,"Average quality, does the job.",neutral,0,2
584,Phone,"Completely useless, returned immediately.",negative,-1,1
585,Watch,Superb quality and great customer service.,positive,1,5
586,Laptop,"Excellent quality, very happy with my purchase.",positive,1,5
587,Earbuds,"Okay for the price, not bad.",neutral,0,4
588,Tablet,"Best purchase I made this year, very satisfied.",positive,1,4
589,Laptop,Superb quality and great customer service.,positive,1,4
590,Tablet,"Very bad quality, not worth the price.",negative,-1,2
591,Earbuds,"Excellent quality, very happy with my purchase.",positive,1,5
592,Watch,"Defective product, customer service unhelpful.",negative,-1,1
593,Phone,"Average quality, does the job.",neutral,0,3
594,Phone,"Wonderful experience, product is top notch.",positive,1,5
595,Watch,"Normal product, average performance.",neutral,0,4
596,Laptop,"Excellent quality, very happy with my purchase.",positive,1,5
597,Laptop,"Decent product, meets basic expectations.",neutral,0,4
598,Tablet,"Great value for money, highly recommend.",positive,1,5
599,Watch,"This product is absolutely amazing, love it!",positive,1,5
600,Laptop,"Outstanding performance, will buy again.",positive,1,4
601,Watch,Superb quality and great customer service.,positive,1,5
602,Earbuds,Really impressed with the build quality.,positive,1,5
603,Phone,"Not satisfied at all, very poor performance.",negative,-1,2
604,Phone,"Great value for money, highly recommend.",positive,1,5
605,Phone,"Terrible product, broke after one week.",negative,-1,2
606,Watch,Superb quality and great customer service.,positive,1,4
607,Watch,"Great value for money, highly recommend.",positive,1,4
608,Tablet,Product stopped working after a few days.,negative,-1,2
609,Phone,"This product is absolutely amazing, love it!",positive,1,5
610,Tablet,Neither impressed nor disappointed.,neutral,0,4
611,Phone,Really impressed with the build quality.,positive,1,5
612,Tablet,"Defective product, customer service unhelpful.",negative,-1,2
613,Tablet,Product stopped working after a few days.,negative,-1,1
614,Earbuds,"Fantastic product, delivery was fast too.",positive,1,5
615,Tablet,"Okay for the price, not bad.",neutral,0,3
616,Watch,"Excellent quality, very happy with my purchase.",positive,1,4
617,Tablet,"Great value for money, highly recommend.",positive,1,5
618,Phone,Superb quality and great customer service.,positive,1,4
619,Tablet,"Satisfactory product, as described.",neutral,0,2
620,Laptop,"Defective product, customer service unhelpful.",negative,-1,1
621,Phone,Really impressed with the build quality.,positive,1,5
622,Laptop,"This product is absolutely amazing, love it!",positive,1,5
623,Phone,"Okay for the price, not bad.",neutral,0,2
624,Watch,"Outstanding performance, will buy again.",positive,1,5
625,Watch,"Completely useless, returned immediately.",negative,-1,1
626,Watch,"Decent product, meets basic expectations.",neutral,0,3
627,Laptop,"Terrible product, broke after one week.",negative,-1,1
628,Earbuds,"Wonderful experience, product is top notch.",positive,1,4
629,Phone,"Very disappointed, does not work as advertised.",negative,-1,1
630,Watch,"Worst purchase ever, avoid this product.",negative,-1,2
631,Phone,"Decent product, meets basic expectations.",neutral,0,3
632,Laptop,Superb quality and great customer service.,positive,1,4
633,Earbuds,"Not satisfied at all, very poor performance.",negative,-1,2
634,Laptop,Product stopped working after a few days.,negative,-1,1
635,Phone,Really impressed with the build quality.,positive,1,4
636,Earbuds,Really impressed with the build quality.,positive,1,5
637,Earbuds,"Excellent quality, very happy with my purchase.",positive,1,5
638,Laptop,Neither impressed nor disappointed.,neutral,0,2
639,Watch,Really impressed with the build quality.,positive,1,4
640,Phone,"Very disappointed, does not work as advertised.",negative,-1,1
641,Tablet,"Fantastic product, delivery was fast too.",positive,1,5
642,Tablet,"Outstanding performance, will buy again.",positive,1,5
643,Laptop,"Excellent quality, very happy with my purchase.",positive,1,5
644,Phone,"Outstanding performance, will buy again.",positive,1,5
645,Phone,"Average quality, does the job.",neutral,0,2
646,Laptop,"Works perfectly, exceeded my expectations.",positive,1,5
647,Phone,"Okay for the price, not bad.",neutral,0,4
648,Watch,"Worst purchase ever, avoid this product.",negative,-1,2
649,Laptop,"Terrible product, broke after one week.",negative,-1,1
650,Watch,"Decent product, meets basic expectations.",neutral,0,2
651,Phone,"Product is okay, nothing special.",neutral,0,4
652,Laptop,Really impressed with the build quality.,positive,1,5
653,Phone,Really impressed with the build quality.,positive,1,5
654,Laptop,"It is alright, neither good nor bad.",neutral,0,2
655,Phone,"Very bad quality, not worth the price.",negative,-1,2
656,Watch,"Outstanding performance, will buy again.",positive,1,5
657,Watch,"Product is acceptable, works as expected.",neutral,0,2
658,Phone,"Best purchase I made this year, very satisfied.",positive,1,5
659,Laptop,"Outstanding performance, will buy again.",positive,1,5
660,Tablet,"Very disappointed, does not work as advertised.",negative,-1,2
661,Watch,"Normal product, average performance.",neutral,0,3
662,Watch,"This product is absolutely amazing, love it!",positive,1,5
663,Tablet,"Worst purchase ever, avoid this product.",negative,-1,1
664,Phone,Superb quality and great customer service.,positive,1,5
665,Laptop,"Satisfactory product, as described.",neutral,0,4
666,Phone,"Best purchase I made this year, very satisfied.",positive,1,5
667,Earbuds,"Very disappointed, does not work as advertised.",negative,-1,1
668,Watch,"Outstanding performance, will buy again.",positive,1,4
669,Earbuds,"Great value for money, highly recommend.",positive,1,5
670,Watch,"Great value for money, highly recommend.",positive,1,4
671,Watch,"This product is absolutely amazing, love it!",positive,1,4
672,Earbuds,"Terrible product, broke after one week.",negative,-1,2
673,Earbuds,"Terrible product, broke after one week.",negative,-1,1
674,Phone,Superb quality and great customer service.,positive,1,4
675,Earbuds,"Excellent quality, very happy with my purchase.",positive,1,5
676,Phone,"It is alright, neither good nor bad.",neutral,0,3
677,Phone,"Horrible experience, never buying again.",negative,-1,2
678,Phone,"Completely useless, returned immediately.",negative,-1,1
679,Watch,"This product is absolutely amazing, love it!",positive,1,5
680,Watch,"Works perfectly, exceeded my expectations.",positive,1,5
681,Earbuds,"Best purchase I made this year, very satisfied.",positive,1,5
682,Watch,"Excellent quality, very happy with my purchase.",positive,1,5
683,Earbuds,"Product is okay, nothing special.",neutral,0,2
684,Watch,Really impressed with the build quality.,positive,1,4
685,Laptop,"Best purchase I made this year, very satisfied.",positive,1,4
686,Laptop,"It is alright, neither good nor bad.",neutral,0,4
687,Earbuds,"It is alright, neither good nor bad.",neutral,0,3
688,Watch,"Waste of money, poor quality.",negative,-1,1
689,Watch,"Okay for the price, not bad.",neutral,0,3
690,Phone,"Outstanding performance, will buy again.",positive,1,4
691,Tablet,"Works fine, but nothing extraordinary.",neutral,0,3
692,Earbuds,"Very bad quality, not worth the price.",negative,-1,1
693,Tablet,Product stopped working after a few days.,negative,-1,1
694,Tablet,"Product is okay, nothing special.",neutral,0,2
695,Earbuds,"Fantastic product, delivery was fast too.",positive,1,5
696,Watch,"Works perfectly, exceeded my expectations.",positive,1,5
697,Earbuds,Really impressed with the build quality.,positive,1,5
698,Tablet,"Very disappointed, does not work as advertised.",negative,-1,1
699,Watch,"Okay for the price, not bad.",neutral,0,2
700,Laptop,Really impressed with the build quality.,positive,1,5
701,Earbuds,"Works fine, but nothing extraordinary.",neutral,0,3
702,Earbuds,"Excellent quality, very happy with my purchase.",positive,1,5
703,Watch,"Waste of money, poor quality.",negative,-1,1
704,Laptop,Product stopped working after a few days.,negative,-1,1
705,Laptop,"Product is acceptable, works as expected.",neutral,0,2
706,Watch,"Not satisfied at all, very poor performance.",negative,-1,1
707,Phone,"Best purchase I made this year, very satisfied.",positive,1,4
708,Earbuds,"Great value for money, highly recommend.",positive,1,4
709,Earbuds,"Fantastic product, delivery was fast too.",positive,1,5
710,Tablet,"Fantastic product, delivery was fast too.",positive,1,5
711,Watch,Product stopped working after a few days.,negative,-1,1
712,Tablet,"Worst purchase ever, avoid this product.",negative,-1,1
713,Tablet,"This product is absolutely amazing, love it!",positive,1,4
714,Laptop,"Excellent quality, very happy with my purchase.",positive,1,5
715,Earbuds,"Very disappointed, does not work as advertised.",negative,-1,1
716,Tablet,"Fantastic product, delivery was fast too.",positive,1,5
717,Laptop,Really impressed with the build quality.,positive,1,5
718,Watch,"Satisfactory product, as described.",neutral,0,2
719,Tablet,"Satisfactory product, as described.",neutral,0,2
720,Earbuds,"Not satisfied at all, very poor performance.",negative,-1,1
721,Tablet,Really impressed with the build quality.,positive,1,5
722,Watch,"Very bad quality, not worth the price.",negative,-1,1
723,Tablet,"Horrible experience, never buying again.",negative,-1,1
724,Earbuds,Superb quality and great customer service.,positive,1,5
725,Laptop,"This product is absolutely amazing, love it!",positive,1,5
726,Earbuds,"Terrible product, broke after one week.",negative,-1,1
727,Laptop,"Product is okay, nothing special.",neutral,0,3
728,Phone,"Product is acceptable, works as expected.",neutral,0,2
729,Earbuds,"Excellent quality, very happy with my purchase.",positive,1,4
730,Earbuds,"Product is acceptable, works as expected.",neutral,0,2
731,Watch,"Very disappointed, does not work as advertised.",negative,-1,2
732,Tablet,"Product is acceptable, works as expected.",neutral,0,2
733,Laptop,"This product is absolutely amazing, love it!",positive,1,5
734,Laptop,"Decent product, meets basic expectations.",neutral,0,3
735,Watch,Neither impressed nor disappointed.,neutral,0,3
736,Watch,"Normal product, average performance.",neutral,0,2
737,Tablet,"Not satisfied at all, very poor performance.",negative,-1,1
738,Tablet,"Worst purchase ever, avoid this product.",negative,-1,1
739,Earbuds,"It is alright, neither good nor bad.",neutral,0,4
740,Phone,"Best purchase I made this year, very satisfied.",positive,1,5
741,Tablet,"Horrible experience, never buying again.",negative,-1,1
742,Watch,"Very bad quality, not worth the price.",negative,-1,1
743,Tablet,"Works perfectly, exceeded my expectations.",positive,1,5
744,Laptop,"Wonderful experience, product is top notch.",positive,1,4
745,Phone,"Excellent quality, very happy with my purchase.",positive,1,5
746,Earbuds,"Best purchase I made this year, very satisfied.",positive,1,5
747,Laptop,"Not satisfied at all, very poor performance.",negative,-1,1
748,Laptop,"Product is acceptable, works as expected.",neutral,0,3
749,Phone,"Great value for money, highly recommend.",positive,1,5
750,Earbuds,"Completely useless, returned immediately.",negative,-1,1
751,Watch,"Works perfectly, exceeded my expectations.",positive,1,5
752,Earbuds,"Fantastic product, delivery was fast too.",positive,1,4
753,Tablet,"Very bad quality, not worth the price.",negative,-1,2
754,Laptop,Superb quality and great customer service.,positive,1,4
755,Tablet,"Decent product, meets basic expectations.",neutral,0,2
756,Watch,"Works perfectly, exceeded my expectations.",positive,1,4
757,Tablet,"Very bad quality, not worth the price.",negative,-1,2
758,Earbuds,"This product is absolutely amazing, love it!",positive,1,4
759,Tablet,"Product is okay, nothing special.",neutral,0,2
760,Watch,"Product is acceptable, works as expected.",neutral,0,2
761,Watch,"Horrible experience, never buying again.",negative,-1,1
762,Watch,"Horrible experience, never buying again.",negative,-1,1
763,Earbuds,"Very disappointed, does not work as advertised.",negative,-1,2
764,Watch,Neither impressed nor disappointed.,neutral,0,4
765,Laptop,"Outstanding performance, will buy again.",positive,1,5
766,Watch,"Great value for money, highly recommend.",positive,1,5
767,Tablet,"Average quality, does the job.",neutral,0,4
768,Tablet,"Completely useless, returned immediately.",negative,-1,1
769,Tablet,"Works perfectly, exceeded my expectations.",positive,1,4
770,Earbuds,"Works perfectly, exceeded my expectations.",positive,1,5
771,Tablet,"Worst purchase ever, avoid this product.",negative,-1,1
772,Earbuds,"Product is okay, nothing special.",neutral,0,2
773,Earbuds,Superb quality and great customer service.,positive,1,5
774,Watch,"Best purchase I made this year, very satisfied.",positive,1,5
775,Laptop,"Very disappointed, does not work as advertised.",negative,-1,2
776,Watch,"Outstanding performance, will buy again.",positive,1,5
777,Watch,Really impressed with the build quality.,positive,1,4
778,Earbuds,Superb quality and great customer service.,positive,1,5
779,Earbuds,"Horrible experience, never buying again.",negative,-1,1
780,Tablet,"Very bad quality, not worth the price.",negative,-1,2
781,Tablet,"Not satisfied at all, very poor performance.",negative,-1,2
782,Watch,"Average quality, does the job.",neutral,0,2
783,Phone,"Works fine, but nothing extraordinary.",neutral,0,3
784,Phone,Superb quality and great customer service.,positive,1,5
785,Tablet,"Horrible experience, never buying again.",negative,-1,1
786,Phone,"Product is acceptable, works as expected.",neutral,0,4
787,Tablet,"Wonderful experience, product is top notch.",positive,1,5
788,Earbuds,Really impressed with the build quality.,positive,1,5
789,Watch,"Great value for money, highly recommend.",positive,1,5
790,Laptop,"Terrible product, broke after one week.",negative,-1,1
791,Watch,"Fantastic product, delivery was fast too.",positive,1,5
792,Tablet,Really impressed with the build quality.,positive,1,4
793,Tablet,Product stopped working after a few days.,negative,-1,1
794,Watch,"Terrible product, broke after one week.",negative,-1,2
795,Tablet,"Okay for the price, not bad.",neutral,0,3
796,Phone,"Very bad quality, not worth the price.",negative,-1,1
797,Phone,"Great value for money, highly recommend.",positive,1,5
798,Tablet,"Excellent quality, very happy with my purchase.",positive,1,4
799,Tablet,"Outstanding performance, will buy again.",positive,1,5
800,Phone,"Product is okay, nothing special.",neutral,0,3
801,Tablet,"Fantastic product, delivery was fast too.",positive,1,5
802,Tablet,"Outstanding performance, will buy again.",positive,1,5
803,Watch,"Works perfectly, exceeded my expectations.",positive,1,5
804,Laptop,"Wonderful experience, product is top notch.",positive,1,5
805,Phone,"Excellent quality, very happy with my purchase.",positive,1,5
806,Watch,"Average quality, does the job.",neutral,0,4
807,Laptop,Really impressed with the build quality.,positive,1,4
808,Tablet,"Worst purchase ever, avoid this product.",negative,-1,1
809,Tablet,"Very disappointed, does not work as advertised.",negative,-1,1
810,Watch,"Fantastic product, delivery was fast too.",positive,1,4
811,Tablet,"Great value for money, highly recommend.",positive,1,5
812,Earbuds,"Defective product, customer service unhelpful.",negative,-1,1
813,Watch,"Worst purchase ever, avoid this product.",negative,-1,1
814,Laptop,"Product is okay, nothing special.",neutral,0,4
815,Watch,"Very bad quality, not worth the price.",negative,-1,2
816,Phone,"Satisfactory product, as described.",neutral,0,3
817,Watch,"This product is absolutely amazing, love it!",positive,1,4
818,Tablet,"Product is acceptable, works as expected.",neutral,0,2
819,Tablet,"Excellent quality, very happy with my purchase.",positive,1,4
820,Earbuds,"Wonderful experience, product is top notch.",positive,1,5
821,Earbuds,"Okay for the price, not bad.",neutral,0,3
822,Earbuds,"Worst purchase ever, avoid this product.",negative,-1,1
823,Laptop,"Horrible experience, never buying again.",negative,-1,1
824,Earbuds,"Waste of money, poor quality.",negative,-1,2
825,Laptop,"Works fine, but nothing extraordinary.",neutral,0,2
826,Earbuds,"Not satisfied at all, very poor performance.",negative,-1,1
827,Laptop,"Excellent quality, very happy with my purchase.",positive,1,5
828,Watch,"Satisfactory product, as described.",neutral,0,2
829,Watch,"This product is absolutely amazing, love it!",positive,1,4
830,Tablet,Really impressed with the build quality.,positive,1,5
831,Laptop,Really impressed with the build quality.,positive,1,5
832,Phone,"Excellent quality, very happy with my purchase.",positive,1,5
833,Tablet,"Great value for money, highly recommend.",positive,1,4
834,Watch,"Very bad quality, not worth the price.",negative,-1,1
835,Laptop,Neither impressed nor disappointed.,neutral,0,2
836,Earbuds,"This product is absolutely amazing, love it!",positive,1,4
837,Phone,"Fantastic product, delivery was fast too.",positive,1,5
838,Watch,Product stopped working after a few days.,negative,-1,1
839,Tablet,"Wonderful experience, product is top notch.",positive,1,4
840,Laptop,"Outstanding performance, will buy again.",positive,1,5
841,Phone,Really impressed with the build quality.,positive,1,5
842,Laptop,"Terrible product, broke after one week.",negative,-1,1
843,Earbuds,"Fantastic product, delivery was fast too.",positive,1,4
844,Tablet,"Works perfectly, exceeded my expectations.",positive,1,5
845,Laptop,"Wonderful experience, product is top notch.",positive,1,5
846,Watch,"Not satisfied at all, very poor performance.",negative,-1,2
847,Tablet,"Wonderful experience, product is top notch.",positive,1,4
848,Watch,"Average quality, does the job.",neutral,0,3
849,Laptop,"Outstanding performance, will buy again.",positive,1,5
850,Tablet,Neither impressed nor disappointed.,neutral,0,2
851,Watch,"Excellent quality, very happy with my purchase.",positive,1,4
852,Earbuds,"Horrible experience, never buying again.",negative,-1,2
853,Earbuds,"Completely useless, returned immediately.",negative,-1,2
854,Laptop,"Average quality, does the job.",neutral,0,2
855,Tablet,Product stopped working after a few days.,negative,-1,2
856,Phone,"Best purchase I made this year, very satisfied.",positive,1,5
857,Tablet,"Works fine, but nothing extraordinary.",neutral,0,2
858,Earbuds,Neither impressed nor disappointed.,neutral,0,2
859,Watch,"Waste of money, poor quality.",negative,-1,1
860,Phone,"Outstanding performance, will buy again.",positive,1,5
861,Laptop,"Works perfectly, exceeded my expectations.",positive,1,5
862,Phone,"Great value for money, highly recommend.",positive,1,5
863,Laptop,"Great value for money, highly recommend.",positive,1,4
864,Phone,"Waste of money, poor quality.",negative,-1,2
865,Laptop,"Defective product, customer service unhelpful.",negative,-1,1
866,Laptop,"Very disappointed, does not work as advertised.",negative,-1,2
867,Phone,"Great value for money, highly recommend.",positive,1,5
868,Phone,"Normal product, average performance.",neutral,0,4
869,Laptop,"Defective product, customer service unhelpful.",negative,-1,2
870,Earbuds,"Completely useless, returned immediately.",negative,-1,1
871,Phone,"This product is absolutely amazing, love it!",positive,1,5
872,Tablet,"Defective product, customer service unhelpful.",negative,-1,1
873,Watch,"It is alright, neither good nor bad.",neutral,0,4
874,Laptop,"Best purchase I made this year, very satisfied.",positive,1,5
875,Laptop,"Okay for the price, not bad.",neutral,0,2
876,Watch,"Completely useless, returned immediately.",negative,-1,1
877,Earbuds,Product stopped working after a few days.,negative,-1,1
878,Watch,Neither impressed nor disappointed.,neutral,0,4
879,Phone,"Defective product, customer service unhelpful.",negative,-1,1
880,Watch,Really impressed with the build quality.,positive,1,5
881,Laptop,"Okay for the price, not bad.",neutral,0,4
882,Watch,"Terrible product, broke after one week.",negative,-1,1
883,Tablet,"Outstanding performance, will buy again.",positive,1,4
884,Phone,Superb quality and great customer service.,positive,1,5
885,Watch,"Normal product, average performance.",neutral,0,3
886,Laptop,"Very disappointed, does not work as advertised.",negative,-1,1
887,Phone,"Defective product, customer service unhelpful.",negative,-1,2
888,Laptop,"Excellent quality, very happy with my purchase.",positive,1,4
889,Earbuds,"This product is absolutely amazing, love it!",positive,1,4
890,Tablet,"Very disappointed, does not work as advertised.",negative,-1,1
891,Earbuds,"Outstanding performance, will buy again.",positive,1,5
892,Tablet,"Outstanding performance, will buy again.",positive,1,4
893,Watch,"Completely useless, returned immediately.",negative,-1,1
894,Phone,"Defective product, customer service unhelpful.",negative,-1,1
895,Watch,Really impressed with the build quality.,positive,1,5
896,Tablet,"Excellent quality, very happy with my purchase.",positive,1,4
897,Tablet,"Best purchase I made this year, very satisfied.",positive,1,5
898,Tablet,"Waste of money, poor quality.",negative,-1,1
899,Laptop,"Best purchase I made this year, very satisfied.",positive,1,4
900,Phone,"Completely useless, returned immediately.",negative,-1,1
901,Watch,"Works perfectly, exceeded my expectations.",positive,1,5
902,Watch,"Very bad quality, not worth the price.",negative,-1,1
903,Earbuds,"Completely useless, returned immediately.",negative,-1,1
904,Tablet,"Horrible experience, never buying again.",negative,-1,2
905,Tablet,"This product is absolutely amazing, love it!",positive,1,5
906,Tablet,"Not satisfied at all, very poor performance.",negative,-1,1
907,Watch,"Fantastic product, delivery was fast too.",positive,1,4
908,Earbuds,"Great value for money, highly recommend.",positive,1,5
909,Laptop,"Excellent quality, very happy with my purchase.",positive,1,4
910,Phone,Product stopped working after a few days.,negative,-1,1
911,Laptop,Superb quality and great customer service.,positive,1,5
912,Watch,"Very bad quality, not worth the price.",negative,-1,1
913,Tablet,"Wonderful experience, product is top notch.",positive,1,4
914,Phone,"Fantastic product, delivery was fast too.",positive,1,5
915,Watch,"Excellent quality, very happy with my purchase.",positive,1,5
916,Watch,"Works perfectly, exceeded my expectations.",positive,1,5
917,Watch,"Horrible experience, never buying again.",negative,-1,2
918,Phone,"Wonderful experience, product is top notch.",positive,1,5
919,Phone,Neither impressed nor disappointed.,neutral,0,3
920,Earbuds,"Wonderful experience, product is top notch.",positive,1,5
921,Earbuds,Really impressed with the build quality.,positive,1,5
922,Laptop,"Product is okay, nothing special.",neutral,0,3
923,Phone,Superb quality and great customer service.,positive,1,4
924,Phone,"Completely useless, returned immediately.",negative,-1,1
925,Phone,Superb quality and great customer service.,positive,1,5
926,Earbuds,"Great value for money, highly recommend.",positive,1,5
927,Watch,"Product is okay, nothing special.",neutral,0,4
928,Tablet,"Works fine, but nothing extraordinary.",neutral,0,3
929,Earbuds,"Fantastic product, delivery was fast too.",positive,1,4
930,Phone,"Best purchase I made this year, very satisfied.",positive,1,4
931,Earbuds,"Works fine, but nothing extraordinary.",neutral,0,3
932,Laptop,"Satisfactory product, as described.",neutral,0,2
933,Phone,"Great value for money, highly recommend.",positive,1,5
934,Laptop,"Excellent quality, very happy with my purchase.",positive,1,5
935,Phone,Really impressed with the build quality.,positive,1,4
936,Earbuds,Really impressed with the build quality.,positive,1,4
937,Watch,"Waste of money, poor quality.",negative,-1,1
938,Tablet,"Best purchase I made this year, very satisfied.",positive,1,4
939,Laptop,"Average quality, does the job.",neutral,0,3
940,Earbuds,"Waste of money, poor quality.",negative,-1,1
941,Watch,"Very bad quality, not worth the price.",negative,-1,2
942,Earbuds,"Horrible experience, never buying again.",negative,-1,1
943,Laptop,"This product is absolutely amazing, love it!",positive,1,4
944,Tablet,"Excellent quality, very happy with my purchase.",positive,1,5
945,Earbuds,"Worst purchase ever, avoid this product.",negative,-1,1
946,Phone,"Very bad quality, not worth the price.",negative,-1,1
947,Watch,"Best purchase I made this year, very satisfied.",positive,1,5
948,Earbuds,Really impressed with the build quality.,positive,1,5
949,Watch,"Works perfectly, exceeded my expectations.",positive,1,5
950,Phone,"Excellent quality, very happy with my purchase.",positive,1,4
951,Tablet,"Great value for money, highly recommend.",positive,1,5
952,Tablet,"Defective product, customer service unhelpful.",negative,-1,1
953,Phone,Neither impressed nor disappointed.,neutral,0,2
